Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6C6fHTuFUxVtJpBOOaMvJr,"Shameless","Beauty Behind The Madness","The Weeknd",2015-08-28,253506,68,true,kavya1287,2021-09-04T05:07:01Z,"","Universal Republic Records",0.603,0.563,6,-8.313,1,0.027,0.147,0,0.109,0.234,100.06,4
spotify:track:4mU5iXHeLgbR94siF7p1sY,"Six Feet Under","Starboy","The Weeknd",2016-11-25,237573,67,true,kavya1287,2021-09-04T05:08:47Z,"","Universal Republic Records",0.772,0.504,6,-8.219,0,0.0761,0.129,0,0.125,0.244,140.035,4
spotify:track:1BSMpVGWs3v5BZKnAQziAc,"Light Switch","Light Switch","Charlie Puth",2022-01-20,185680,2,false,kavya1287,2022-01-31T23:58:14Z,"soft pop,pop","Atlantic Records",0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4
spotify:track:7EZC6E7UjZe63f1jRmkWxt,"Zombie","No Need To Argue (The Complete Sessions 1994-1995)","The Cranberries",1994-10-03,306440,35,false,kavya1287,2024-08-27T03:57:08Z,"","Island Records",0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4
spotify:track:7rdUtXasA973gmrr2Xxh3E,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]","Lorde;Khalid;Post Malone;SZA",2017-09-14,214254,66,true,kavya1287,2025-03-13T20:47:32Z,"r&b","Universal Music New Zealand Limited",0.781,0.548,0,-4.997,0,0.0764,0.229,0,0.127,0.175,106.996,4
spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,"Snooze","SOS","SZA",2022-12-09,201800,88,true,kavya1287,2025-03-16T19:38:50Z,"r&b","Top Dawg Entertainment/RCA Records",0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,4
spotify:track:6ouhsRJ7gExB7LCYjITk4Y,"Diet Pepsi","Addison","Addison Rae",2025-06-06,169697,82,false,kavya1287,2025-08-27T05:22:55Z,"","Columbia",0.668,0.56,10,-6.54,1,0.0416,0.499,0.00661,0.0953,0.82,150.066,4
spotify:track:5ho74ZlMvEbyhFutCd8SGg,"Holy Ghost","Dopamine","BØRNS",2015-10-16,256653,56,false,kavya1287,2026-01-12T04:19:46Z,"","UMGRI Interscope",0.591,0.874,6,-4.224,0,0.0562,0.00153,0.0000145,0.0602,0.775,89.998,4
spotify:track:6uHFeKZwWzGyIXlLbKi9oz,"I Can Die Now","I Can Die Now","Ruel",2025-07-17,171280,49,true,kavya1287,2025-09-05T22:53:39Z,"","Giant Music",0.662,0.722,7,-3.013,1,0.108,0.157,0,0.101,0.663,146.727,4
spotify:track:6qGVKjUodwfWPg4ZzZiA6S,"Vodka Cranberry","Wishbone","Conan Gray",2025-08-14,245664,74,false,kavya1287,2025-12-17T08:59:55Z,"","Republic Records",0.397,0.655,5,-5.268,1,0.0324,0.498,0.00000187,0.0831,0.449,185.801,4
spotify:track:2S6Ipil5uGPf3ZaFd4Hkto,"Fuzzy Feeling","Backflips in a Restaurant","grentperez;Benny Sings",2025-03-28,176208,51,false,kavya1287,2026-01-01T04:04:23Z,"","Fast Friends",0.729,0.63,8,-5.474,1,0.0318,0.117,0.000554,0.43,0.662,109.027,4
spotify:track:4mDTqEqt0QHQFPNkz8eHjr,"Writing's On The Wall","Kansas Anymore","ROLE MODEL",2024-07-19,169974,81,false,kavya1287,2026-01-05T21:13:50Z,"bedroom pop","Interscope Records",0.57,0.912,4,-5.635,1,0.0555,0.0885,0.00157,0.392,0.789,156.08,4
spotify:track:5LfgzPHvka22FdRAxOme6m,"At The Beach, In Every Life","At The Beach, In Every Life","Gigi Perez",2025-04-25,237809,69,false,kavya1287,2026-01-05T21:21:51Z,"","Outtahere, LLC / Island Records",0.459,0.426,1,-8.581,1,0.0305,0.559,0.00000703,0.154,0.251,84.053,4
spotify:track:6UnCGAEmrbGIOSmGRZQ1M2,"Light On","Heard It In A Past Life","Maggie Rogers",2019-01-18,233880,72,false,kavya1287,2026-01-05T22:08:43Z,"","Capitol Records",0.657,0.569,2,-6.287,1,0.0542,0.201,0.0000138,0.126,0.399,102.054,4
spotify:track:4kbj5MwxO1bq9wjT5g9HaA,"Shut Up and Dance","TALKING IS HARD","WALK THE MOON",2014-12-02,199080,85,false,kavya1287,2026-01-05T23:01:17Z,"","RCA Records Label",0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4
spotify:track:5hc71nKsUgtwQ3z52KEKQk,"Somebody Else","I like it when you sleep, for you are so beautiful yet so unaware of it","The 1975",2016-02-26,347520,74,true,kavya1287,2026-01-06T02:18:14Z,"","The 1975 Artist Deal P/S",0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,4
spotify:track:4sUreUOAY8aJEGxqPwIWI9,"Backwards","Greetings From Your Hometown","Jonas Brothers",2025-08-08,180340,73,false,kavya1287,2026-01-06T04:26:44Z,"","Republic Records",0.556,0.648,11,-5.796,0,0.0321,0.0143,0.00000218,0.317,0.568,179.014,4
